carname,carprice,carbrand,cartype,powerway,timemark,car_motor,motor_type,car_gl,car_nj,battery_type,battery_tec,battery_brand,battery_cap,dir_way,bef_xg,aft_xg
北京BJ40 2023款 2.3T 手动四驱刀锋英雄版先锋型,16.99万,北京越野,紧凑型SUV,汽油,2022.08,2.3T 211马力 L4,2290,4,L,5挡手动,5,手动变速箱(MT),,通风盘式,实心盘式,电子驻车
兰德酷路泽(进口) 2018款 5.7L 自动 四驱 8座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
北京BJ40 2023款 2.3T 自动四驱刀锋英雄版至尊型,19.49万,北京越野,紧凑型SUV,汽油,2022.08,2.3T 231马力 L4,2290,4,L,6挡手自一体,6,手自一体变速箱(AT),,通风盘式,实心盘式,电子驻车
北京BJ40 2023款 2.0D 自动四驱刀锋英雄版侠客型,19.49万,北京越野,紧凑型SUV,柴油,2022.08,2.0T 163马力 L4,1968,4,L,8挡手自一体,8,手自一体变速箱(AT),,通风盘式,实心盘式,电子驻车
北京BJ40 2023款 2.0D 自动四驱刀锋英雄版侠客型（前后电控锁）,20.49万,北京越野,紧凑型SUV,柴油,2022.08,2.0T 163马力 L4,1968,4,L,8挡手自一体,8,手自一体变速箱(AT),,通风盘式,实心盘式,电子驻车
汉兰达 2022款 380T 四驱尊贵版 7座,32.58万,广汽丰田,中型SUV,汽油,2022.08,2.0T 248马力 L4,1997,4,L,8挡手自一体,8,手自一体变速箱(AT),,通风盘式,通风盘式,电子驻车
汉兰达 2022款 380T 四驱至尊版 7座,34.48万,广汽丰田,中型SUV,汽油,2022.08,2.0T 248马力 L4,1997,4,L,8挡手自一体,8,手自一体变速箱(AT),,通风盘式,通风盘式,电子驻车
汉兰达 2022款 380T 四驱豪华版 7座,31.48万,广汽丰田,中型SUV,汽油,2022.08,2.0T 248马力 L4,1997,4,L,8挡手自一体,8,手自一体变速箱(AT),,通风盘式,通风盘式,电子驻车
汉兰达 2022款 双擎 2.5L 四驱豪华版 7座,31.48万,广汽丰田,中型SUV,油电混合,2022.08,2.5L 192马力 L4 油电混动,2487,4,L,油电混动 237马力,永磁/同步,174,391,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
宝马i3 2023款 eDrive 40 L,暂无报价,,纯电动,,纯电动 340马力,592,直流/同步,250,410,三元锂电池,8年或16万公里,,快充接口,后置后驱,麦弗逊式独立悬挂,多连杆式独立悬挂
奔腾M9 2023款 基本型,暂无报价,一汽奔腾,中大型MPV,,,,,,,,,,,,,
 0款 ,暂无报价,,,,,,,,,,,,,,,
 0款 ,暂无报价,,,,,,,,,,,,,,,
奔驰GLC 2023款 GLC 260 L 4MATIC 动感型,暂无报价,北京奔驰,中型SUV,汽油,,2.0T 204马力 L4,1999,4,L,9挡手自一体,9,手自一体变速箱(AT),,通风盘式,通风盘式,电子驻车
奔驰GLC 2023款 GLC 260 L 4MATIC 豪华型,暂无报价,北京奔驰,中型SUV,汽油,,2.0T 204马力 L4,1999,4,L,9挡手自一体,9,手自一体变速箱(AT),,通风盘式,通风盘式,电子驻车
奔驰GLC 2023款 GLC 300 L 4MATIC 动感型,暂无报价,北京奔驰,中型SUV,汽油,,2.0T 258马力 L4,1999,4,L,9挡手自一体,9,手自一体变速箱(AT),,通风盘式,通风盘式,电子驻车
狮铂拓界 2022款 混动基本型,暂无报价,,,,,,,,,,,,,,,
皓影 2023款 240TURBO CVT两驱尊贵版PRO,22.99万,广汽本田,紧凑型SUV,汽油,2022.12,1.5T 193马力 L4,1498,4,L,CVT无级变速,无级变速,无级变速箱(CVT),,通风盘式,实心盘式,电子驻车
皓影 2023款 240TURBO CVT四驱尊享版,24.99万,广汽本田,紧凑型SUV,汽油,2022.12,1.5T 193马力 L4,1498,4,L,CVT无级变速,无级变速,无级变速箱(CVT),,通风盘式,实心盘式,电子驻车
宝马X5 2018款 3.0T 自动 四驱 5座 ,暂无报价,,,,,,,,,,,,,,,
星越L 增程电动版 2022款 1.5T DHT增程电动旗舰版,25.37万,吉利汽车,紧凑型SUV,插电式混合动力,2022.11,1.5T 150马力 L3 插电式混合动力,1480,3,L,插电式混合动力 146马力,永磁/同步,107,338,3挡DHT,3,混合动力专用变速箱(DHT)
宝马X5(进口) 2014款 3.0T 自动 四驱 5座 ,暂无报价,,汽油,,,,,,,,,,,,,
菲斯塔 2023款 270T 低配版,暂无报价,,汽油,,,147(200Ps),1497,4,L,7挡干式双离合,7,双离合变速箱(DCT),,通风盘式,实心盘式,
菲斯塔 2023款 270T 高配版,暂无报价,,汽油,,,147(200Ps),1497,4,L,7挡干式双离合,7,双离合变速箱(DCT),,通风盘式,实心盘式,
菲斯塔 2023款 270T N Line基本型,暂无报价,,汽油,,,147(200Ps),1497,4,L,7挡干式双离合,7,双离合变速箱(DCT),,通风盘式,实心盘式,
传祺M8 PHEV 2024款 2.0T基本型,暂无报价,广汽乘用车,中大型MPV,,,,,,,,,,,,,
极狐 N50AB 2022款 基本型,暂无报价,北汽新能源,紧凑型SUV,,,,,,,,,,,,,
雷克萨斯GX 2022款 460,暂无报价,,,,,,,,,,,,,,,
北京X7 PLUS 2023款 基本型,暂无报价,北京汽车,中型SUV,汽油,,1.5T 188马力 L4,1498,4,L,,,,,通风盘式,实心盘式,
宝来 2023款 1.5L 自动畅行限量版,12.29万,一汽-大众,紧凑型车,汽油,2022.11,1.5L 113马力 L4,1498,4,L,6挡手自一体,6,手自一体变速箱(AT),,通风盘式,实心盘式,电子驻车
福瑞迪 2016款 1.6L 手动 前驱 5座 原厂定制版,暂无报价,,油气混合,,,,,,,,,,,,,
跨越星V7 EV 2022款 270KM 基本型,16.28万,长安跨越,微面,纯电动,2022.08,纯电动 82马力,永磁/同步,60,220,磷酸铁锂电池,8年或12万公里,50.23,"快充1.5小时
慢充8.5小时",后置后驱,麦弗逊式独立悬挂,整体桥式非独立悬挂
探岳 2023款 280TSI 两驱豪华Plus进阶版,20.49万,一汽-大众,中型SUV,汽油,2022.08,1.4T 150马力 L4,1395,4,L,7挡双离合,7,湿式双离合变速箱（DCT）,,通风盘式,实心盘式,电子驻车
探岳 2023款 330TSI 两驱豪华Plus进阶版,21.79万,一汽-大众,中型SUV,汽油,2022.08,2.0T 186马力 L4,1984,4,L,7挡双离合,7,湿式双离合变速箱（DCT）,,通风盘式,实心盘式,电子驻车
探岳 2023款 330TSI 两驱R-Line高能版,22.99万,一汽-大众,中型SUV,汽油,2022.08,2.0T 186马力 L4,1984,4,L,7挡双离合,7,湿式双离合变速箱（DCT）,,通风盘式,实心盘式,电子驻车
探岳 2023款 380TSI 四驱R-Line高能版,24.79万,一汽-大众,中型SUV,汽油,2022.08,2.0T 220马力 L4,1984,4,L,7挡双离合,7,湿式双离合变速箱（DCT）,,通风盘式,实心盘式,电子驻车
探岳 2023款 380TSI 四驱R-Line Pro智慧版,25.99万,一汽-大众,中型SUV,汽油,2022.08,2.0T 220马力 L4,1984,4,L,7挡双离合,7,湿式双离合变速箱（DCT）,,通风盘式,实心盘式,电子驻车
探岳X 2023款 330TSI 两驱尊贵高能版 ,23.29万,一汽-大众,中型SUV,汽油,2022.08,2.0T 186马力 L4,1984,4,L,7挡双离合,7,湿式双离合变速箱（DCT）,,通风盘式,实心盘式,电子驻车
探岳X 2023款 330TSI 两驱旗舰智慧版 ,24.79万,一汽-大众,中型SUV,汽油,2022.08,2.0T 186马力 L4,1984,4,L,7挡双离合,7,湿式双离合变速箱（DCT）,,通风盘式,实心盘式,电子驻车
探岳X 2023款 380TSI 四驱旗舰智慧版,26.29万,一汽-大众,中型SUV,汽油,2022.08,2.0T 220马力 L4,1984,4,L,7挡双离合,7,湿式双离合变速箱（DCT）,,通风盘式,实心盘式,电子驻车
零跑C11 2022款 行政版610,22.88万,零跑汽车,中型SUV,纯电动,2022.08,纯电动 272马力,永磁/同步,200,360,三元锂电池,多品牌（包含但不限于瑞浦能源或蜂巢能源）,8年或15万公里,181.0,后置后驱,双叉臂式独立悬挂,多连杆式独立悬挂
零跑C11 2022款 智行版510,23.98万,零跑汽车,中型SUV,纯电动,2022.08,纯电动 272马力,永磁/同步,200,360,磷酸铁锂电池,多品牌（包含但不限于瑞浦能源或蜂巢能源）,8年或15万公里,140.1,后置后驱,双叉臂式独立悬挂,多连杆式独立悬挂
Tacoma 2022款 3.5L 自动四驱双排 TRD Sport 加拿大版,暂无报价,,,,,,,,,,,,,,,
宝马X5(进口) 2015款 3.0T 自动 后驱 5座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
兰德酷路泽 2007款 4.5L 自动 四驱 8座 ,暂无报价,,汽油,,,,,,,,,,,,,
雷克萨斯ES 2022款 300h Silver银辉限定版,42.39万,雷克萨斯,中大型车,油电混合,2022.08,2.5L 178马力 L4 油电混动,2487,4,L,油电式混动 120马力,,88,202,E-CVT无级变速,无级变速,电子无级变速箱(E-CVT)
北汽威旺M50F 2018款 1.5L 手动 后驱 7座 原厂定制版,暂无报价,,汽油,,,,,,,,,,,,,
福特F-150 Raptor 2012款 6.2L 自动 四驱 5座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
揽境 2022款 330TSI 两驱精英新境版 6座,29.99万,一汽-大众,中大型SUV,汽油,2022.08,2.0T 186马力 L4,1984,4,L,7挡双离合,7,湿式双离合变速箱（DCT）,,通风盘式,通风盘式,电子驻车
揽境 2022款 330TSI 两驱豪华佳境版 6座,31.99万,一汽-大众,中大型SUV,汽油,2022.08,2.0T 186马力 L4,1984,4,L,7挡双离合,7,湿式双离合变速箱（DCT）,,通风盘式,通风盘式,电子驻车
揽境 2022款 380TSI 四驱豪华佳境版Pro 6座,33.69万,一汽-大众,中大型SUV,汽油,2022.08,2.0T 220马力 L4,1984,4,L,7挡双离合,7,湿式双离合变速箱（DCT）,,通风盘式,通风盘式,电子驻车
揽境 2022款 380TSI 四驱R-Line拓境版 6座,34.29万,一汽-大众,中大型SUV,汽油,2022.08,2.0T 220马力 L4,1984,4,L,7挡双离合,7,湿式双离合变速箱（DCT）,,通风盘式,通风盘式,电子驻车
揽境 2022款 380TSI 四驱旗舰胜境版 6座,35.99万,一汽-大众,中大型SUV,汽油,2022.08,2.0T 220马力 L4,1984,4,L,7挡双离合,7,湿式双离合变速箱（DCT）,,通风盘式,通风盘式,电子驻车
揽境 2022款 530TSI 四驱旗舰胜境版Pro 6座,39.99万,一汽-大众,中大型SUV,汽油,2022.08,2.5T 299马力 V6,2492,6,V,7挡双离合,7,湿式双离合变速箱（DCT）,,通风盘式,通风盘式,电子驻车
普拉多(进口) 2004款 2.7L 自动 前驱 8座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
楼兰 2022款 莫奈联名版,暂无报价,,,,,,,,,,,,,,,
CANYON 2023款 Denali,暂无报价,,,,,,,,,,,,,,,
CANYON 2023款 Elevation,暂无报价,,,,,,,,,,,,,,,
CANYON 2023款 AT4,暂无报价,,,,,,,,,,,,,,,
PRECISION EV 2022款 Concept,暂无报价,讴歌(进口),中型车,,,,,,,,,,,,,
起亚Ray 2023款 基本型,暂无报价,,,,,,,,,,,,,,,
极睿EV 2022款 英国版,暂无报价,,,,,,,,,,,,,,,
博速 EQS 2022款 EQS 450+,暂无报价,博速,大型车,,,,,,,,,,,,,
牧马人 2020款 2.0T 自动 四驱 4座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
CANYON 2023款 AT4X Edition 1,暂无报价,,,,,,,,,,,,,,,
Bronco 2023款 Heritage Edition 北美版,暂无报价,,,,,,,,,,,,,,,
Bronco 2023款 Heritage Limited Edition 北美版,暂无报价,,,,,,,,,,,,,,,
小蚂蚁 2022款 魅 罗曼司 30.6kWh 36kW,暂无报价,,纯电动,,纯电动 49马力,301,永磁/同步,30,120,三元锂电池,首任车主不限年限/里程(责任免除条款以官方为准),30.72,"快充0.5小时
慢充9小时",后置后驱,麦弗逊式独立悬挂,连杆支柱式独立悬挂
Bronco Sport 2023款 Heritage Limited Edition,暂无报价,,,,,,,,,,,,,,,
Bronco Sport 2023款 Heritage Edition,暂无报价,,,,,,,,,,,,,,,
阿维塔 11 2022款 011 试装车,暂无报价,,,,,,,,,,,,,,,
枫叶80v 2021款 易行版 磷酸铁锂,14.98万,睿蓝汽车,紧凑型MPV,纯电动,2021.03,纯电动 136马力,永磁/同步,100,230,磷酸铁锂电池,5年或50万公里,51.8,快充0.5小时,前置前驱,麦弗逊式独立悬挂,纵臂扭转梁式非独立悬挂
枫叶80v 2021款 优行版 磷酸铁锂,15.98万,睿蓝汽车,紧凑型MPV,纯电动,2021.05,纯电动 136马力,永磁/同步,100,230,磷酸铁锂电池,5年或50万公里,51.8,快充0.5小时,前置前驱,麦弗逊式独立悬挂,纵臂扭转梁式非独立悬挂
 0款 ,暂无报价,,,,,,,,,,,,,,,
 0款 ,暂无报价,,,,,,,,,,,,,,,
 0款 ,暂无报价,,,,,,,,,,,,,,,
 0款 ,暂无报价,,,,,,,,,,,,,,,
帕里斯帝 2023款 XRT 美国版,暂无报价,,,,,,,,,,,,,,,
传祺M8 2023款 改款 大师系列 390T 四座御享版,32.98万,广汽乘用车,中大型MPV,汽油,2022.08,2.0T 252马力 L4,1991,4,L,8挡自动,8,自动变速箱(AT),,通风盘式,实心盘式,电子驻车
传祺M8 2023款 改款 大师系列 390T 四座荣耀版,34.98万,广汽乘用车,中大型MPV,汽油,2022.08,2.0T 252马力 L4,1991,4,L,8挡自动,8,自动变速箱(AT),,通风盘式,实心盘式,电子驻车
传祺M8 2023款 改款 大师系列 390T 四座御尊版,36.98万,广汽乘用车,中大型MPV,汽油,2022.08,2.0T 252马力 L4,1991,4,L,8挡自动,8,自动变速箱(AT),,通风盘式,实心盘式,电子驻车
奕炫MAX 2022款 1.5T 超帅潮爸版,10.39万,东风乘用车,紧凑型车,汽油,2022.08,1.5T 190马力 L4,1476,4,L,7挡双离合,7,湿式双离合变速箱（DCT）,,通风盘式,实心盘式,电子驻车
悍马H2 2004款 6.0L 自动 四驱 6座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
揽境 2022款 330TSI 两驱精英新境版 7座,30.79万,一汽-大众,中大型SUV,汽油,2022.08,2.0T 186马力 L4,1984,4,L,7挡双离合,7,湿式双离合变速箱（DCT）,,通风盘式,通风盘式,电子驻车
揽境 2022款 330TSI 两驱豪华佳境版 7座,32.79万,一汽-大众,中大型SUV,汽油,2022.08,2.0T 186马力 L4,1984,4,L,7挡双离合,7,湿式双离合变速箱（DCT）,,通风盘式,通风盘式,电子驻车
揽境 2022款 380TSI 四驱豪华佳境版Pro 7座,34.49万,一汽-大众,中大型SUV,汽油,2022.08,2.0T 220马力 L4,1984,4,L,7挡双离合,7,湿式双离合变速箱（DCT）,,通风盘式,通风盘式,电子驻车
揽境 2022款 380TSI 四驱R-Line拓境版 7座,35.09万,一汽-大众,中大型SUV,汽油,2022.08,2.0T 220马力 L4,1984,4,L,7挡双离合,7,湿式双离合变速箱（DCT）,,通风盘式,通风盘式,电子驻车
揽境 2022款 380TSI 四驱旗舰胜境版 7座,36.79万,一汽-大众,中大型SUV,汽油,2022.08,2.0T 220马力 L4,1984,4,L,7挡双离合,7,湿式双离合变速箱（DCT）,,通风盘式,通风盘式,电子驻车
揽境 2022款 530TSI 四驱旗舰胜境版Pro 7座,40.79万,一汽-大众,中大型SUV,汽油,2022.08,2.5T 299马力 V6,2492,6,V,7挡双离合,7,湿式双离合变速箱（DCT）,,通风盘式,通风盘式,电子驻车
星途凌云 2023款 两驱基本型,暂无报价,,汽油,,2.0T 261马力 L4,192(261Ps),1998,4,L,7挡双离合,7,湿式双离合变速箱（DCT）,,通风盘式,实心盘式,电子驻车
奔驰GLS 2019款 3.0T 自动 后驱 7座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
宝马X5 2022款 改款 xDrive 30Li M运动套装,61.2万,华晨宝马,中大型SUV,汽油,2022.08,2.0T 245马力 L4,1998,4,L,8挡手自一体,8,手自一体变速箱(AT),,通风盘式,通风盘式,电子驻车
宝马X5 2022款 改款 xDrive 30Li 尊享型M运动套装,63.9万,华晨宝马,中大型SUV,汽油,2022.08,2.0T 245马力 L4,1998,4,L,8挡手自一体,8,手自一体变速箱(AT),,通风盘式,通风盘式,电子驻车
宝马X5 2022款 改款 xDrive 40Li M运动套装,71.9万,华晨宝马,中大型SUV,48V轻混系统,2022.08,3.0T 333马力 L6 48V轻混,2998,6,L,8挡手自一体,8,手自一体变速箱(AT),,通风盘式,通风盘式,电子驻车
宝马X5 2022款 改款 xDrive 40Li 尊享型M运动套装,78.9万,华晨宝马,中大型SUV,48V轻混系统,2022.08,3.0T 333马力 L6 48V轻混,2998,6,L,8挡手自一体,8,手自一体变速箱(AT),,通风盘式,通风盘式,电子驻车
风行T5 2022款 盛世款 1.5T 自动大客户专享版七座,12.3万,东风风行,紧凑型SUV,汽油,2022.08,1.5T 156马力 L4,1468,4,L,6挡手自一体,6,手自一体变速箱(AT),,通风盘式,实心盘式,电子驻车
雷克萨斯LX 2008款 4.7L 自动 四驱 8座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
迈巴赫S级 2022款 4.0T 自动 四驱 4座 平行进口,暂无报价,,48V轻混系统,,,,,,,,,,,,,
奔驰G级AMG 2019款 5.5T 自动 四驱 5座 ,暂无报价,,,,,,,,,,,,,,,
威霆 2019款 2.0L 自动 后驱 7座 原厂定制版,暂无报价,,汽油,,,,,,,,,,,,,
敏微ET1 2022款 畅享版,3.98万,敏安汽车,微型车,纯电动,2022.08,纯电动 27马力,永磁/同步,20,85,磷酸铁锂电池,8年或12万公里,10.08,慢充8小时,后置后驱,麦弗逊式独立悬挂,整体桥式非独立悬挂
宝马X6 2015款 3.0T 自动 四驱 5座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
普拉多(进口) 2004款 2.7L 自动 四驱 7座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
宝马X5(进口) 2021款 3.0T 自动 四驱 5座 ,暂无报价,,汽油,,,,,,,,,,,,,
角斗士 2021款 3.6L 自动 四驱 4座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
奥迪A8 2023款 50 TFSI 基本型,暂无报价,,48V轻混系统,,3.0T 286马力 V6 48V轻混,210(286Ps),2995,6,V,8挡手自一体,8,手自一体变速箱(AT),,通风盘式,通风盘式,电子驻车
 0款 ,暂无报价,,,,,,,,,,,,,,,
五菱宏光MINIEV 2022款 GAMEBOY 200km竞速游侠限量版,6.28万,上汽通用五菱,微型车,纯电动,2022.08,纯电动 41马力,永磁/同步,30,110,磷酸铁锂电池,国轩高科/鹏辉电源,8年或12万公里,115.0,后置后驱,麦弗逊式独立悬挂,整体桥式非独立悬挂
五菱宏光MINIEV 2022款 GAMEBOY 200km都市追风限量版,6.28万,上汽通用五菱,微型车,纯电动,2022.08,纯电动 41马力,永磁/同步,30,110,磷酸铁锂电池,国轩高科/鹏辉电源,8年或12万公里,115.0,后置后驱,麦弗逊式独立悬挂,整体桥式非独立悬挂
全顺EV 2023款 长轴中顶客车 85.9kWh,39.3万,江铃福特,轻客,纯电动,2023.02,纯电动 163马力,永磁/同步,120,320,磷酸铁锂电池,宁德时代,5年或20万公里,,后置后驱,,
探岳 2023款 380TSI 四驱R-Line哑光漆版,暂无报价,,,,,,,,,,,,,,,
Xpander 2023款 Cross,暂无报价,,,,,,,,,,,,,,,
普瑞维亚 2012款 2.4L 自动 后驱 8座 ,暂无报价,,汽油,,,,,,,,,,,,,
普瑞维亚 2012款 2.4L 自动 后驱 7座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
保时捷911 2023款 Sally Special,暂无报价,,,,,,,,,,,,,,,
Alpha5 2022款 Launch Edition Prototype,暂无报价,,,,,,,,,,,,,,,
斯威大虎 2022款 1.5L 手动标准型 5座,5.99万,SWM斯威汽车,中型SUV,汽油,2022.08,1.5L 116马力 L4,1498,4,L,5挡手动,5,手动变速箱(MT),,通风盘式,鼓式,手刹
斯威大虎 2022款 1.5L 手动舒适型 5座,6.49万,SWM斯威汽车,中型SUV,汽油,2022.08,1.5L 116马力 L4,1498,4,L,5挡手动,5,手动变速箱(MT),,通风盘式,鼓式,手刹
斯威大虎 2022款 1.5L 手动精英型 5座,6.69万,SWM斯威汽车,中型SUV,汽油,2022.08,1.5L 116马力 L4,1498,4,L,5挡手动,5,手动变速箱(MT),,通风盘式,鼓式,手刹
斯威大虎 2022款 1.5L 手动豪华型 5座,7.19万,SWM斯威汽车,中型SUV,汽油,2022.08,1.5L 116马力 L4,1498,4,L,5挡手动,5,手动变速箱(MT),,通风盘式,鼓式,手刹
斯威大虎 2022款 1.5L 手动尊贵型 5座,7.89万,SWM斯威汽车,中型SUV,汽油,2022.08,1.5L 116马力 L4,1498,4,L,5挡手动,5,手动变速箱(MT),,通风盘式,鼓式,手刹
Cayenne 2022款 2.9T 自动 四驱 5座 ,暂无报价,,汽油,,,,,,,,,,,,,
角斗士 2021款 3.6L 自动 四驱 4座 ,暂无报价,,汽油,,,,,,,,,,,,,
奥迪A8 2023款 A8L 45 TFSI quattro豪华型,82.98万,奥迪(进口),大型车,汽油,2022.08,2.0T 265马力 L4,1984,4,L,8挡手自一体,8,手自一体变速箱(AT),,通风盘式,通风盘式,电子驻车
奥迪A8 2023款 A8L 50 TFSI quattro臻选型,92.98万,奥迪(进口),大型车,48V轻混系统,2022.08,3.0T 286马力 V6 48V轻混,2995,6,V,8挡手自一体,8,手自一体变速箱(AT),,通风盘式,通风盘式,电子驻车
奥迪A8 2023款 A8L 50 TFSI quattro尊享型,100.88万,奥迪(进口),大型车,48V轻混系统,2022.08,3.0T 286马力 V6 48V轻混,2995,6,V,8挡手自一体,8,手自一体变速箱(AT),,通风盘式,通风盘式,电子驻车
奥迪A8 2023款 A8L 55 TFSI quattro旗舰型,111.88万,奥迪(进口),大型车,48V轻混系统,2022.08,3.0T 340马力 V6 48V轻混,2995,6,V,8挡手自一体,8,手自一体变速箱(AT),,通风盘式,通风盘式,电子驻车
奥迪A8 2023款 A8L 60 TFSI quattro,195.48万,奥迪(进口),大型车,48V轻混系统,2022.08,4.0T 460马力 V8 48V轻混,3996,8,V,8挡手自一体,8,手自一体变速箱(AT),,通风盘式,通风盘式,电子驻车
TopCar保时捷911 2022款 Turbo S Stinger GTR Stealth Edition,暂无报价,,,,,,,,,,,,,,,
星途凌云 2022款 400T 两驱豪华版,暂无报价,,,,,,,,,,,,,,,
宝马X5(进口) 2004款 3.0L 自动 四驱 5座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
五菱荣光小卡EV 2022款 双排基本型,11.68万,上汽通用五菱,微卡,纯电动,2022.08,纯电动 82马力,永磁/同步,60,220,磷酸铁锂电池,鹏辉,41.5,快充接口,后置后驱,麦弗逊式独立悬挂,整体桥式非独立悬挂
五菱荣光小卡EV 2022款 单排舒适型,11.48万,上汽通用五菱,微卡,纯电动,2022.08,纯电动 82马力,永磁/同步,60,220,磷酸铁锂电池,鹏辉,41.5,快充接口,后置后驱,麦弗逊式独立悬挂,整体桥式非独立悬挂
